inchi_key	n_annotations	target_genes	annotated_moas	smiles
OOYBKKYAZSKAEJ-UHFFFAOYSA-N	2	CRHR2,CRHR1	CRF Receptor Antagonists	Cc1c(SC#N)c(=O)n(-c2ccccc2)n1C
OPKZTANCWQVQNS-COIPROHOSA-O	9	CHRM3,CHRM2,CHRM1	Muscarinic M3 Antagonists,Muscarinic M2 Antagonists,Muscarinic M1 Antagonists	
OPSRUAAFZJIVQO-INIZCTEOSA-N	1			
OQDPVLVUJFGPGQ-UHFFFAOYSA-N	6	DRD3,DRD2	alpha2-Adrenoceptor Antagonists,Dopamine D3 Agonists,Dopamine D2 Agonists	c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
OQLODOGGOMSJDF-MRXNPFEDSA-N	4	GRIN1,S1PR4	Lysophospholipid edg6 (S1P4) Receptor Agonists,NMDA Glycine-Site Modulators	CCc1ccccc1-c1cccc2[nH]c(C(=O)NC[C@@H](N)C(=O)O)cc12
OQQVFCKUDYMWGV-UHFFFAOYSA-N	20	STAT2,GUCY1A2,GUCY1B2,GUCY1B1,GUCY1A1	Angiogenesis Inhibitors,Guanylate Cyclase Activators,Hypoxia Inducible Factor 1-alpha (HIF-1alpha) Inhibitors,Apoptosis Inhibitors	OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1
OQZOXHCRSXYSPM-UHFFFAOYSA-N	2	CYP2D6	5-HT2C Antagonists,5-HT2B Antagonists	CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
ORFLZNAGUTZRLQ-ZMBVWFSWSA-N	1	HP	Zonulin Receptor Antagonists	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C
ORHBXUUXSCNDEV-UHFFFAOYSA-N	12	PTGS2,CA12,CA9	Antioxidants,Cyclooxygenase-2 Inhibitors,Carbonic Anhydrase Type XII Inhibitors,Carbonic Anhydrase Type IX Inhibitors	O=c1ccc2ccc(O)cc2o1
ORYHYYPNXPCWQU-OAGGEKHMSA-N	1	PDF	Peptide Deformylase (PDF) Inhibitors	O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1C[C@H](F)C[C@H]1C(=O)Nc1cccnn1
OSFZBGUNRGOXKG-UHFFFAOYSA-N	1	BRD4	BET inhibitor BD1 selective	Cc1cc(=O)[nH]c2ccc(NC(=O)c3cccnc3N3CCOCC3)cc12
OSLWRSOLKHYZCC-UHFFFAOYSA-N	2	BTK	irreversible, covalent inhibitor of BTK,Btk tyrosine kinase inhibitor	C=CC(=O)N1CC(Oc2c(N)ncnc2-c2cc(F)cc(NC(=O)c3ccc(C4CC4)cc3F)c2C)C1
OSXFATOLZGZLSK-UHFFFAOYSA-N	6	EHMT2,EHMT1	EHMT1/2,Histone-lysine N-methyltransferase, H3 lysine-9 specific 3 (EHMT2| G9a) Inhibitors,DNA Methyltransferase (DNMT) Inhibitors	COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
OTBXOEAOVRKTNQ-UHFFFAOYSA-N	3	PDE4C,PDE3B,PDE3A	PDE3A inhibitor	O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1
OTJHLDXXJHAZTN-BYPYZUCNSA-N	2	ARG1,ARG2	Arginase, Inhibitors	N[C@@H](CSCCB(O)O)C(=O)O
OTQCFKGHQGIJNY-UHFFFAOYSA-N	1	ENPP2	Autotaxin inhibitor	N#Cc1cc(COC(=O)N2CCC(NC(=O)CCCc3c[nH]nn3)CC2)cc(C(F)(F)F)c1
OTSOOHRUMBRSHZ-UHFFFAOYSA-N	1	BIRC5	BIRC5 gene inhibitor	COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O
OTTJIRVZJJGFTK-SFHVURJKSA-N	1	SMYD2	SMYD2 inhibitor	CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1
OUBCNLGXQFSTLU-UHFFFAOYSA-N	1	HPD	4-Hydroxyphenylpyruvate Dioxygenase (4HPPD) Inhibitors	O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
OUKYUETWWIPKQR-UHFFFAOYSA-N	15	ABL1,ABL2,SRC,YES1,CSK	Abl Kinase Inhibitors,Inhibitors of Signal Transduction Pathways,Src Kinase Inhibitors	CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
OUONONTYGQGSHC-UHFFFAOYSA-N	1	S1PR1	Lysophospholipid edg1 (S1P1) Receptor Agonists	CCCc1c(OC)ccc2cc(C(=O)Nc3ccc(CN)cc3)c(=O)oc12
OUQVKRKGTAUJQA-UHFFFAOYSA-N	5	EGLN1,P4HA1,P4HA2,P4HA3,P4HB	EGLN1 gene inhibitor	O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O
OURCBWJERHUWHH-UHFFFAOYSA-N	1	CDC25B	Cdc25B dual specificity phosphatase inhibitor	Nc1cccc(-c2ccc3c(=O)[nH]c(Nc4ccccc4)cc3c2)c1
OUSFTKFNBAZUKL-UHFFFAOYSA-N	18	CDK9,CDK7,CDK2,CCNE2,CCNA1,CCNE1	CDK9 Inhibitors,CDK2/Cyclin E Inhibitors,CDK7 Inhibitors	CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
OUYCCCASQSFEME-QMMMGPOBSA-N	1	TH	Tyrosine hydroxylase inhibitor	N[C@@H](Cc1ccc(O)cc1)C(=O)O
OUYCCCASQSFEME-UHFFFAOYSA-N	1			
OUZWUKMCLIBBOG-UHFFFAOYSA-N	36	CA1,CA10,CA11,CA3,CA4,CA5A,CA5B,CA7,CA8	CA7 inhibitor,CA4 inhibitor,CA2 inhibitor,CA1 inhibitor	CCOc1ccc2nc(S(N)(=O)=O)sc2c1
OVCDSSHSILBFBN-UHFFFAOYSA-N	2	HNMT	Antimalarial,Histamine Methyltransferase Inhibitor	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
OVJDNZFLEREPKG-VPMCBBNJSA-N	1	GFM1	Inhibitor of mitochondrial translation	C=C1NC(=O)[C@@H](CC)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3cccc(OC)c23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2csc(n2)[C@@H](C)NC(=O)CN(C)C1=O
OVPNQJVDAFNBDN-UHFFFAOYSA-N	16	CDK2,CDK1,CCNB1,CCNA2	CDK1/Cyclin B Inhibitors,CDK2/Cyclin A Inhibitors,Inhibitors of Signal Transduction Pathways,Apoptosis Inducers	O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
OVZWUDZIAAHNFG-HXUWFJFHSA-N	1			CN(C(=O)Cc1ccccc1)[C@H](CN1CCCC1)c1ccccc1
OWBFCJROIKNMGD-BQYQJAHWSA-N	3	RAF1,BRAF,ZHX2	Antagonist of Raf-Ras interaction	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
OWEGWHBOCFMBLP-UHFFFAOYSA-N	2	CYP3A4	Antifungal,Cyp Enzyme Inducers	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
OWFNCOMYPJMMPG-CIKNZCACSA-N	1	SLC43A1	SLC43A1 gene inhibitor	CC(=O)O[C@H]1[C@H](OC(C)(C)[C@H]2CC=C(C)CC2)O[C@H](C)[C@H](O)[C@@H]1OC(=O)C=C(C)C
OXKNHBBDOIMFFQ-UHFFFAOYSA-N	1	LYPLAL1	acyl protein thioesterase 1 inhibitor	O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl
OXMCCMNQOLPNQU-RXFVIIJJSA-N	2	SLC5A2	SGLT-2 Inhibitors,SGLT-1 Inhibitors	CC(C)c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)NCCC2
OXQXJYQSWZFDBB-WJTVCTBASA-N	1	GRIK1	iGluR5 (GluK5) Antagonists	O=C(O)[C@@H]1C[C@H]2C[C@@H](CN3CC(F)(F)C[C@H]3C(=O)O)CC[C@H]2CN1
OYAVBDAJSOIJJO-UHFFFAOYSA-N	1	KDM1A	KDM1A/B	Cc1cc2c(cc1C#N)c(-c1cccc(N)c1C)cn2C1CCC(O)CC1
OYHFPCHGDAYEET-UHFFFAOYSA-N	1	KDM4B	Jumonji domain-containing histone demethylase inhibitors	
OYHLRJGDELITAF-INIZCTEOSA-N	6	ATG4B,CMA1,CASP3	Cysteine protease inhibitor,Autophagy inhibitor	O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)OCc1ccccc1
OYMNPJXKQVTQTR-UHFFFAOYSA-N	2	S1PR1	Lysophospholipid edg1 (S1P1) Receptor Agonists,S1PR1 agonist	FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1
OYODEQFZAJVROF-UHFFFAOYSA-N	1	PNMT	Phenylethanolamine N-methyltransferase inhibitor	Brc1ccc2c(c1)CNCC2
OYVAGSVQBOHSSS-WXFSZRTFSA-O	1			
OZBSSKGBKHOLGA-UHFFFAOYSA-N	2	RORA	Retinoid RORgamma Inverse Agonists,Retinoid RORalpha Inverse Agonists	CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1
OZOMQRBLCMDCEG-VIZOYTHASA-N	6	RYR1,RYR2,RGS4	Ryanodine 2 receptor antagonist,Ryanodine 1 receptor antagonist	O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
OZPFIJIOIVJZMN-SFHVURJKSA-N	2	CYP17A1	Cytochrome P450 CYP17 (17alpha-Hydroxylase/C17-20 Lyase) Inhibitors,Androgen Biosynthesis Inhibitors	CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1
OZUQRMYHPWAQQC-QGPMSJSTSA-N	4	DRD2,DRD1	Dopamine D2 Agonists,Dopamine D1 Antagonists	CN1C[C@H](CSc2ccccn2)C[C@@H]2Cc3c(O)cccc3C[C@H]21
PAEBEUZTAPIOIO-UHFFFAOYSA-N	4	FPR2,FPR1	FPR2 agonist,FPR1 agonist	CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
PAFKTGFSEFKSQG-PAASFTFBSA-N	4	CYP17A1,AR	Cytochrome P450 CYP17 (17alpha-Hydroxylase/C17-20 Lyase) Inhibitors,Androgen Receptor Antagonists	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2n1cnc2ccccc21
PAJMKGZZBBTTOY-ZFORQUDYSA-N	1	PTGIR	Prostacyclin Analogs	CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
PAOANWZGLPPROA-RQXXJAGISA-N	1	ADORA2A	Adenosine A2A Agonists	CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
PAOKUSHJSBBJJF-UHFFFAOYSA-N	1	PDPK1	3-phosphoinositide dependent protein kinase 1	
PAXGPAVOMLKKDQ-IIZJFRANSA-N	1	KDM1A	Lysine-Dependent Demethylase 1A (LSD1) Inhibitors	CC(N[C@H]1C[C@@H]1c1ccccc1)c1ccc2c(c1)OCCO2
PAZXLRUFYLWCKB-UHFFFAOYSA-N	1	CASR	Parathyroid Hormone Secretion Stimulants	C#CCOc1ccc2nc(C(=O)c3ccc(C(C)C)cc3)nc(-c3ccc(C(C)C)cc3)c2c1
PBBRWFOVCUAONR-UHFFFAOYSA-N	3	SRC,FYN,HCK	Src Kinase Inhibitors	CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
PBHDCPWPSOSGGD-UHFFFAOYSA-N	2	DDR2,DDR1	DDR tyrosine kinase receptor inhibitor	CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(NCc4cnc5[nH]ccc5c4OC)c3)cc2C(F)(F)F)CC1
PBJUNGYSMWLZLJ-UHFFFAOYSA-N	1	CYBB	NOX2 inhibitors	CN(C)CCCn1c(=S)[nH]c2ccc(Cl)cc2c1=O
PBZYAPZLINAHET-UHFFFAOYSA-N	1	KDM4C	KDM4C inhibitor	CC(C)C(=O)NC(c1ccco1)c1ccc2cccnc2c1O
PCFKMZRPZATASD-UHFFFAOYSA-N	1	NPY5R	Neuropeptide Y5 (NPY Y5) Antagonists	CS(=O)(=O)N1CC2(CCN(C(=O)Nc3cnc(-c4ccccc4)cn3)CC2)c2ccccc21
PCFQFTWDXDICMA-UHFFFAOYSA-N	1	SOD1	SOD1 gene inhibitor	Cc1cccc(-n2ncc(Br)c(Br)c2=O)c1
PCHRYHSDDPPZBV-UHFFFAOYSA-N	1			
PCILYMWQEGDZQY-UHFFFAOYSA-N	1			CSc1nc(N)nc(SCC(=O)Nc2nc3ccccc3s2)c1C#N
PCIWCYUKRZFCMF-UHFFFAOYSA-N	1	DRD2	DRD2 antagonist	COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC
PCMHOSYCWRRHTG-UHFFFAOYSA-N	1			
PCMORTLOPMLEFB-ONEGZZNKSA-N	3	KEAP1	Antioxidants,GABA(A) Receptor Agonists,Alleviation of Cartilage Destruction	COc1cc(/C=C/C(=O)O)cc(OC)c1O
PCNJGBMWAZRVEA-UHFFFAOYSA-N	3	NCEH1	Cytokine Secretion Inhibitor,NCEH1 inhibitor,KIAA1363 inhibitor	CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1
PCWZOPQESBMYEI-UHFFFAOYSA-N	1	EPHB1	Ephrin receptor B1 inhibitor	
PDFAUYXBJDPBCE-UHFFFAOYSA-N	1	TLR4	TLR-4 antagonist	Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)CC(O)COc1ccc(Cl)cc1
PDGUQPADGLCLCV-UHFFFAOYSA-N	2	GLP1R	Insulin Secretagogues,GLP-1 Receptor Agonists	Cc1nnc(Sc2nc3cc(Cl)c(Cl)cc3nc2C(F)(F)F)s1
PDOCBJADCWMDGL-UHFFFAOYSA-N	6	CACNA1B,SCN2A	Nav1.2 (Brain Type II) Sodium Channel Blockers,Glutamate Release Inhibitors,N-Type Calcium Channel (Ca(v) 2.2) Blockers	CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1
PDOCNPCPPLPXRV-UHFFFAOYSA-N	4	HTR3E,HTR3D,HTR3C,HTR3B	5-HT3 receptor ligand	Nc1nc2ccc(Cl)cc2[nH]1
PDOQBOJDRPLBQU-QMMMGPOBSA-N	2	JAK1,JAK2	Jak2 Inhibitors	Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1
PDWJALXSRRSUHR-LFYBBSHMSA-N	1	PPP1R15A	sustains UPR	N=C(N)N/N=C/c1ccccc1Cl
PEHSVUKQDJULKE-UHFFFAOYSA-N	1	HRH3	HRH3 agonist	N=C(N)SCCc1c[nH]cn1
PENIBPKELSMGQC-ZSOIEALJSA-N	1	ZDHHC17	Palmitoyl Acyltransferase Inhibitors	O=C1/C(=C/c2cc([N+](=O)[O-])ccc2O)Sc2ccccc21
PEOAVEOEVIQCMT-XWDGXJISSA-N	1	EEF1A1	Elongation factor 1 alpha 1 inhibitor	CC[C@H](C)[C@H]1C(=O)N[C@H](Cc2cc(Cl)c(O)c(Cl)c2)C(=O)N[C@@H](C(C)(C)O)C(=O)O[C@H](c2ccccc2)[C@H](C)/C=C/C=C(\C)[C@H](OC)C[C@@H]2O[C@@]2(C)C(=O)N1C
PEYZZHBZAUNXCI-UHFFFAOYSA-N	3	ALOX5	Non-Steroidal Antiinflammatory Drugs,Lipoxygenase Inhibitors,Leukotriene Synthesis Inhibitors	CC(c1ccoc1)N(O)C(N)=O
PFDUBQQHEHJNQX-UHFFFAOYSA-N	2	CCND2,CCND3	CDK Inhibitors	CN(C)C1CCN(c2ccc(N)cc2)CC1
PFHDWRIVDDIFRP-UHFFFAOYSA-N	1	EZH2	PRC2/EZH2	CCC(CC)n1ccc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(C#N)cc21
PFSDKYXWJQPNMW-UHFFFAOYSA-N	9	CHRM1,HTR2A,DRD2	Dopamine D2 Agonists,5-HT2A Inverse Agonists,Muscarinic M1 Agonists	Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1C2
PFWVGKROPKKEDW-UHFFFAOYSA-N	4	PTGDR2,PTGDR	Prostanoid DP (DP1) Antagonists,CRTH2 Receptor Antagonists	CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1
PFZTXTPVKAGHPW-GOSISDBHSA-N	2	FGFR1	Angiogenesis Inhibitors,FGFR1 Inhibitors	COc1cc(CCc2cc(NC(=O)c3ccc(N4CCN(C)[C@H](C)C4)cc3)n[nH]2)cc(OC)c1
PGGINYVNLNKQRD-UHFFFAOYSA-N	1	USP14	Known USP14 inhibitor	CN(c1ncnc2sc3c(c12)CCCC3)C1CC1
PGGLRAWFUJMQBN-HXUWFJFHSA-N	2	MAPK3,MAPK1	ERK1/2 inhibitor	O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1
PGKXDIMONUAMFR-AREMUKBSSA-N	1	TACR2	Tachykinin NK2 Antagonists	CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1
PGPHHJBZEGSUNE-JYRVWZFOSA-N	3	DYRK2,DYRK1A,CLK1	CLK1 protein kinase inhibitor	O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2
PGSKODUPOMCUEJ-DLBZAZTESA-N	1	BCAT2	BCAT2 inhibitor	CNC(=O)c1ccc2c(c1)nc(-c1ccccn1)n2[C@@H]1CCC[C@H](NC(=O)c2ccc(Br)s2)C1
PHCCFIGNVNPMML-RPWUZVMVSA-N	1	REN	Renin Inhibitors	COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC
PHEDXBVPIONUQT-RGYGYFBISA-N	1	PRKCA	Protein kinase C alpha stimulator	CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O
PHESISZXAITBIM-MRXNPFEDSA-N	1	CDK9	CDK9 inhibitor	O=C(Nc1cc(-c2cccc(NCC3CCOCC3)n2)c(Cl)cn1)[C@@H]1CCCNC1
PHEZJEYUWHETKO-UHFFFAOYSA-N	1	DHODH	Dihydroorotate Dehydrogenase (DHODH) Inhibitors	Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O
PHGTYMRDHDEHLI-HIFRSBDPSA-N	1			O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnn2c(O)cc(-c3ccccc3)nc12
PHHZKBMVRPULAW-UHFFFAOYSA-N	1			Cc1cc(-c2ccccc2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F
PHIQHXFUZVPYII-ZCFIWIBFSA-O	6	CPT1A,CRAT	Fatty acid oxidation,Antioxidants,Lipid Lowering Agents	C[N+](C)(C)C[C@H](O)CC(=O)O
PHRCDWVPTULQMT-UHFFFAOYSA-N	1			COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1
PHVGLTMQBUFIQQ-UHFFFAOYSA-N	1	KCNJ10	K(ir) 4.1 Blockers	CNCCC=C1c2ccccc2CCc2ccccc21
PHWBOXQYWZNQIN-UHFFFAOYSA-N	1	P2RY12	P2Y12 (P2T) Antagonists	Clc1ccccc1CN1CCc2sccc2C1
PHXJVRSECIGDHY-UHFFFAOYSA-N	6	BCR,ABL1,ABL2	Bcr-Abl Kinase Inhibitors,Inhibitors of Signal Transduction Pathways	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
PIAWQVCBQLTEIY-UHFFFAOYSA-N	1			CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O
PIBITIKJRIGPID-UHFFFAOYSA-N	1	ALK	ALK Inhibitors	CC(C)Oc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
PIROHBFQHMKAPE-UHFFFAOYSA-N	2	CTNNB1,TCF4	beta-Catenin Inhibitors	CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2ccccc2n1
PIZJXFFDKNDZOC-UHFFFAOYSA-N	1	LOX	Protein-Lysine 6-Oxidase Inhibitors	CN1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccccc3)cc2)CC1
PIZUEVNGSMOVGW-IKGGRYGDSA-N	2	SLC1A4,SLC1A5	Anti-ASCT2 (Neutral Amino Acid Transporter)	O=C(O)[C@H]1NC[C@@H](OCc2ccc(-c3ccccc3)cc2)[C@@H]1O
PJDFLNIOAUIZSL-UHFFFAOYSA-N	2	ABAT,GABBR1	GABA Aminotransferase Inhibitors	C=CC(N)CCC(=O)O
PJSOHQYOAVQLMP-UHFFFAOYSA-N	1	PIK3CG	Phosphatidylinositol 3-Kinase gamma (PI3Kgamma) Inhibitors	Cc1cc(-c2cc(-c3cc(S(=O)(=O)NCC(C)(C)O)ccc3C)cnc2N)on1
PJVWKTKQMONHTI-UHFFFAOYSA-N	1	VKORC1	Vitamin K Epoxide Reductase (VKER, VKOR) Inhibitors	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
PJZPDFUUXKKDNB-KNINVFKUSA-N	1			
PKCDDUHJAFVJJB-VLZXCDOPSA-N	4	IGF1R,INSR	Insulin Receptor Antagonists,IGF-1R Inhibitors	C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
PKOUAUWPBMZQCH-FQEVSTJZSA-N	6	CASP3,CASP7	Caspase 7 Inhibitors,Caspase 3 Inhibitors,Apoptosis Inhibitors	O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)cc21
PKQYVFHRKFDVCH-UHFFFAOYSA-N	4	HTR3E,HTR3D,HTR3C,HTR3B	5-HT3 receptor agonist	Cc1ccc(NC(=N)N)cc1
PKXWXXPNHIWQHW-RCBQFDQVSA-N	10	APH1A,APH1B,PSEN1,PSEN2,PSENEN	Antiamyloidogenic Agents,gamma-Secretase Inhibitors	CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
PLHJCIYEEKOWNM-HHHXNRCGSA-N	4	FNTB,FNTA	Farnesyltransferase (geranylgeranyl pyrophosphate synthase) Inhibitors,Inhibitors of Signal Transduction Pathways	Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
PLOMPBOPGTUIOH-UHFFFAOYSA-N	1	GRM2	mgluR2 Antagonists	O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(C#Cc3ccc(F)cc3)cc2N1
PLSOFLNMARXGBD-UHFFFAOYSA-N	1	TUBB	Antimitotic Drugs	CCc1ncnc2ccc(CCc3cc(OC)ccc3OC)cc12
PLWROONZUDKYKG-DOFZRALJSA-N	1	PLA2G4A	Cytosolic Phospholipase A2 (cPLA2) Inhibitors	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)C(F)(F)F
PLYJYKAWZXEBFC-WDNCENIBSA-N	4	XIAP,BIRC2	Inhibitor of Apoptosis Proteins (IAP) Inhibitors,Apoptosis Inducers	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1cncc(C(=O)c2ccc(F)cc2)c1)C1CCCCC1
PLZVUODDFCETGR-NSHDSACASA-N	2	FAP,PREP	Known FAP, PREP inhibitor	
PMATZTZNYRCHOR-CGLBZJNRSA-N	35	PPP3R2,PPP3R1,PPP3CC,PPP3CB,PPP3CA,PPIA,PPID	binds to cyclophilin,Cyclphilin A Inhibitors,Cyclophilin D Inhibitors,Cyclophilin modulator,Calcineurin inhibitor	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
PMBUDILHPXTDNY-UHFFFAOYSA-N	2	CNR1	Cannabinoid CB2 Agonists,Cannabinoid CB1 Agonists	CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C
PMJIHLSCWIDGMD-UHFFFAOYSA-N	1	GSK3B	GSK3B gene inhibitor	O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
PMKJGGBYYNEYPA-UHFFFAOYSA-N	1	HRH1	HRH1 agonist	CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1
PMMQOFWSZRQWEV-RVTXXDJVSA-N	2	SOAT2	SOAT2 inhibitor,ACAT 2 Inhibitors	CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]3[C@@H](O)c4c(cc(-c5cccnc5)oc4=O)O[C@]3(C)[C@@H](OC(C)=O)C[C@H]21
PMPKMTDYPOAEEH-UHFFFAOYSA-N	1	EHMT2	EHMT2 inhibitor	CN(C)C(=O)Nc1ccc(CN2CCC(C(O)(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)CC2)cc1
PMXCMJLOPOFPBT-HNNXBMFYSA-N	30	CCNA1,CCNB2,CCNB3,CCNE2,CHUK	CDK4/Cyclin D1 Inhibitors,Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors,CDK5 Inhibitors,CDK2/Cyclin E Inhibitors,CDK2/Cyclin A Inhibitors,CDK1/Cyclin B Inhibitors	CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
PNDQJUVRRFIFTM-UHFFFAOYSA-N	2	PFKFB3,PFKFB4	Glycolysis pathway inhibitor	Oc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(Br)cc1
PNFMVADNCOGWME-UHFFFAOYSA-N	1			CCN(CCN(C)C)C(=O)CNCc1cc(C(N)=O)ccn1
PNMYJIOQIAEYQL-UHFFFAOYSA-N	1	NUDT1	NUDT1 gene inhibitor	Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1
